X,Y
262,669.8541666666666
263,670.2500000000001
264,670.4791666666666
265,671.0624999999999
266,672.2083333333333
267,673.8958333333333
268,675.6041666666666
269,676.9375
270,677.8749999999999
271,678.5208333333333
272,679.3124999999999
273,679.9374999999999
274,680.0416666666666
275,679.7708333333331
276,679.3749999999999
277,678.6041666666665
278,677.6875
279,676.9166666666665
280,675.8333333333331
281,674.6041666666664
282,673.4374999999998
283,672.2499999999999
284,671.1874999999998
285,670.4374999999998
286,670.0416666666664
287,670.4374999999998
288,671.7499999999999
289,672.9374999999999
290,673.0624999999999
291,672.3333333333334
292,671.6875
293,671.5208333333334
294,671.6041666666666
295,671.4791666666666
296,670.4166666666666
297,668.375
298,666.1666666666666
299,664.5208333333333
300,663.6041666666666
301,663.5208333333334
302,663.875
303,664.1249999999999
304,664.4999999999999
305,664.8541666666666
306,665.1458333333333
307,665.625
308,666.2083333333334
309,666.8333333333334
310,667.7083333333334
311,668.4791666666666
312,669.1458333333334
313,669.9375
314,670.4791666666667
315,670.4791666666667
316,669.8958333333333
317,669.1041666666665
318,668.4791666666666
319,668.0208333333333
320,667.9999999999999
321,668.5833333333333
322,669.6666666666666
323,670.8958333333334
324,672.2083333333334
325,673.7083333333334
326,675.2500000000001
327,676.8958333333334
328,678.5000000000001
329,679.9791666666666
330,681.5416666666666
331,683.0625
332,684.5
333,685.9999999999999
334,687.1875
335,688.3541666666666
336,689.4375
337,690.1458333333333
338,690.6874999999999
339,691.2291666666666
340,691.7291666666666
341,692.0208333333333
342,692.3125
343,692.7083333333333
344,693.5833333333334
345,695.2708333333334
346,697.4166666666667
347,699.5
348,700.8333333333334
349,701.3750000000001
350,701.4583333333334
351,701.1458333333333
352,700.6458333333333
353,700.1458333333333
354,699.5833333333334
355,698.9583333333331
356,698.2708333333333
357,697.6041666666666
358,697.0624999999999
359,696.5208333333333
360,696.0416666666665
361,695.4791666666665
362,694.6874999999999
363,693.3541666666665
364,691.7916666666665
365,690.3541666666666
366,688.8333333333333
367,687.6041666666666
368,686.6458333333334
369,685.5624999999999
370,683.9375
371,681.6666666666666
372,679.3333333333333
373,677.4999999999999
374,676.0
375,674.8125
376,674.0625
377,673.3749999999999
378,672.6666666666666
379,672.0208333333331
380,671.2083333333331
381,670.0833333333333
382,669.1041666666665
383,668.1041666666665
384,666.8958333333331
385,666.0208333333333
386,665.6458333333331
387,666.0208333333333
388,667.0208333333333
389,668.3124999999999
390,669.5625000000001
391,670.4791666666666
392,671.0208333333334
393,670.8958333333334
394,670.3333333333334
395,669.5208333333334
396,668.375
397,666.7916666666667
398,665.1874999999999
399,663.8333333333331
400,662.4791666666666
401,661.6458333333331
402,660.9791666666666
403,660.0416666666666
404,659.4166666666666
405,658.7916666666666
406,657.6458333333333
407,656.2708333333333
408,654.6041666666667
409,652.75
410,651.5
411,650.9166666666665
412,650.6458333333333
413,650.7708333333333
414,651.3958333333334
415,652.2916666666666
416,653.1666666666666
417,654.6041666666666
418,656.6458333333333
419,659.2291666666666
420,662.2708333333333
421,665.2916666666665
422,668.1041666666666
423,670.3958333333333
424,672.4999999999999
425,674.3958333333333
426,676.0416666666665
427,677.6874999999999
428,679.1249999999999
429,680.5416666666665
430,681.7499999999999
431,682.6666666666665
432,683.3958333333331
433,684.1041666666665
434,685.4999999999999
435,687.3958333333331
436,689.0416666666666
437,690.1666666666666
438,690.8958333333334
439,691.0208333333333
440,690.0833333333333
441,687.4583333333334
442,682.8333333333335
443,676.5833333333334
444,669.5624999999999
445,662.7916666666666
446,656.6666666666666
447,651.25
448,646.3958333333334
449,641.9166666666666
450,638.0
451,634.625
452,631.6041666666666
453,628.8958333333334
454,627.0416666666666
455,626.1041666666666
456,625.9166666666666
457,625.8333333333334
458,624.3541666666666
459,621.4166666666666
460,618.3125
461,615.6249999999999
462,613.4374999999999
463,612.4583333333333
464,612.9791666666666
465,615.25
466,619.8541666666666
467,626.3541666666666
468,633.7916666666666
469,641.1874999999999
470,648.0416666666666
471,654.4166666666666
472,660.1458333333333
473,664.9999999999999
474,669.2916666666666
475,673.3958333333333
476,677.0625
477,680.3124999999999
478,683.3541666666666
479,686.1249999999999
480,688.6874999999999
481,691.2083333333331
482,693.7916666666665
483,696.6041666666666
484,699.3124999999999
485,701.7708333333331
486,703.9583333333333
487,705.4583333333334
488,706.0416666666667
489,705.3958333333333
490,703.2708333333333
491,699.9583333333334
492,696.0833333333334
493,692.2916666666667
494,688.6249999999999
495,684.8749999999999
496,681.4374999999999
497,678.6874999999999
498,676.2291666666666
499,673.8124999999999
500,671.75
501,670.2291666666666
502,668.8125
503,667.3958333333333
504,666.1041666666666
505,664.8541666666666
506,663.6874999999999
507,662.5
508,661.2916666666666
509,660.2291666666666
510,659.4375
511,658.8333333333334
512,658.5416666666666
513,658.8541666666666
514,659.5624999999999
515,660.4374999999999
516,661.5833333333333
517,662.6666666666666
518,663.8124999999999
519,665.2291666666666
520,666.4166666666666
521,667.4374999999999
522,668.4999999999999
523,669.4791666666665
524,670.4791666666664
525,671.3124999999999
526,671.9999999999998
527,672.7916666666665
528,673.6041666666665
529,674.3749999999999
530,675.0833333333331
531,675.8333333333333
532,676.6041666666666
533,676.8333333333334
534,676.2291666666666
535,674.6041666666667
536,672.1250000000001
537,669.0625
538,665.9791666666667
539,663.3750000000001
540,660.5833333333333
541,658.1458333333333
542,656.0833333333333
543,653.9791666666666
544,652.2708333333334
545,650.875
546,649.625
547,648.375
548,647.2083333333333
549,646.1875
550,645.2083333333333
551,644.1874999999999
552,643.2708333333333
553,642.3541666666666
554,641.1458333333333
555,639.7916666666666
556,638.3958333333333
557,637.0833333333333
558,636.1875000000001
559,636.2083333333334
560,636.6041666666666
561,636.3125000000001
562,635.1458333333334
563,633.5833333333334
564,632.5208333333333
565,631.5208333333333
566,630.3958333333333
567,629.4583333333334
568,628.7291666666666
569,628.2916666666665
570,627.8541666666666
571,627.4166666666666
572,626.8749999999999
573,626.0624999999999
574,625.0416666666666
575,623.6874999999999
576,621.5416666666666
577,619.2291666666666
578,617.6458333333334
579,616.5416666666667
580,615.6041666666666
581,615.1458333333333
582,614.8125
583,614.25
584,614.2708333333334
585,615.6041666666666
586,618.4375
587,621.9583333333334
588,625.2708333333333
589,628.0833333333333
590,630.6041666666666
591,632.8125
592,634.4791666666667
593,635.6458333333333
594,636.5208333333333
595,637.2083333333333
596,637.5833333333333
597,637.9166666666666
598,638.0833333333331
599,637.8958333333331
600,637.5624999999999
601,637.4166666666666
602,637.7916666666666
603,638.2916666666667
604,638.3749999999999
605,637.4375
606,636.0833333333334
607,635.1458333333334
608,634.6041666666667
609,634.5208333333334
610,634.7708333333333
611,635.4375
612,636.1458333333334
613,636.5625
614,636.5208333333334
615,636.1458333333334
616,635.375
617,634.1666666666666
618,632.7291666666666
619,631.3125
620,630.1666666666666
621,629.1041666666666
622,628.3958333333333
623,628.3749999999999
624,629.2499999999999
625,630.2499999999999
626,630.3541666666666
627,629.8749999999999
628,629.9166666666666
629,631.1875
630,633.0416666666667
631,634.9166666666666
632,636.7916666666666
633,638.6874999999999
634,640.7083333333333
635,642.8541666666666
636,645.2708333333334
637,648.125
638,651.3958333333333
639,654.7708333333333
640,657.8749999999999
641,659.7916666666666
642,661.7083333333334
643,664.375
644,666.8333333333333
645,669.2708333333334
646,671.5625000000001
647,673.8333333333334
648,675.8958333333335
649,677.6666666666667
650,679.3541666666667
651,681.1875
652,683.1874999999999
653,685.125
654,687.1249999999999
655,689.1458333333331
656,690.9999999999999
657,692.6458333333331
658,693.9791666666666
659,694.9999999999999
660,695.7916666666665
661,696.7708333333333
662,697.7499999999999
663,698.5
664,699.4791666666666
665,701.4583333333334
666,703.2708333333334
667,704.1666666666666
668,705.1041666666666
669,705.9583333333333
670,706.8125
671,707.6875000000001
672,708.5625
673,709.5
674,710.4791666666667
675,711.3125
676,712.0416666666666
677,712.9583333333334
678,713.8124999999999
679,713.9583333333331
680,713.0624999999999
681,710.8124999999999
682,707.0833333333334
683,702.1875
684,697.3541666666667
685,692.9166666666666
686,688.7500000000001
687,685.1041666666667
688,680.4166666666665
689,676.2499999999995
690,672.0833333333326
691,667.9166666666656
692,663.7499999999991
693,659.5833333333321
694,655.4166666666652
695,651.2499999999982
696,647.0833333333312
697,642.9166666666647
698,638.7499999999977
699,634.5833333333308
